iter	Logloss
172	0.3307096863
173	0.3306848328
174	0.3306259888
175	0.3305814575
176	0.3305265076
177	0.3304424255
178	0.3303619873
179	0.3303273254
180	0.3302648254
181	0.3302124756
182	0.330150946
183	0.3301175903
184	0.3300897827
185	0.330080658
186	0.3300403931
187	0.3299720886
188	0.3299421997
189	0.3298959229
190	0.3297948364
191	0.3297586975
192	0.3296962402
193	0.3296882568
194	0.3296705322
195	0.3296043945
196	0.3295464294
197	0.3294844666
198	0.3293970276
199	0.3293792419
200	0.3292922791
201	0.3292156189
202	0.3291321106
203	0.3290715759
204	0.3290685059
205	0.3290068237
206	0.3289642456
207	0.3288754822
208	0.3288571472
209	0.328828772
210	0.3287637939
211	0.3287611877
212	0.3287432739
213	0.3286634521
214	0.3285643311
215	0.3284987854
216	0.3283946289
217	0.328341748
218	0.3282875671
219	0.3282106689
220	0.3281844177
221	0.3281429443
222	0.3280709351
223	0.3280357666
224	0.3279551758
225	0.3278860107
226	0.327825177
227	0.3277763
228	0.3277295349
229	0.3277264099
230	0.3276637268
231	0.3275789124
232	0.3275501709
233	0.3274916687
234	0.3273968445
235	0.3273311768
236	0.3272527649
237	0.3271635986
238	0.3270908752
239	0.327034082
240	0.3269546692
241	0.3269008423
242	0.326820636
243	0.3267694641
244	0.3266952942
245	0.3266171814
246	0.3265681091
247	0.3265562439
248	0.3264833557
249	0.3264158142
250	0.3264113464
251	0.326338385
252	0.3262595093
253	0.3261795593
254	0.3261149597
255	0.3260473999
256	0.3259862549
257	0.3259169678
258	0.32583255
259	0.3258301331
260	0.3257648743
261	0.3257108032
262	0.3256199585
263	0.325535083
264	0.3254767578
265	0.3254048157
266	0.3253229553
267	0.3252553162
268	0.3252035217
269	0.3251489868
270	0.3250500916
271	0.3250008911
272	0.3249274353
273	0.3248629211
274	0.3247924133
275	0.3247064941
276	0.324666095
277	0.3246095398
278	0.3245492187
279	0.324494342
280	0.3244433777
281	0.3243570374
282	0.3242981873
283	0.3242391541
284	0.3241744995
285	0.3241355713
286	0.3240932129
287	0.3240165466
288	0.3239450989
289	0.323875
290	0.3237932068
291	0.3237169006
292	0.3236540466
293	0.3235921753
294	0.3235375977
295	0.323501001
296	0.3234268982
297	0.3233650635
298	0.3232837524
299	0.3232023438
300	0.3231389038
301	0.3230950256
302	0.3230210388
303	0.3229564697
304	0.3228816833
305	0.3228109619
306	0.3227772766
307	0.3227267883
308	0.3227169495
309	0.3226908508
310	0.3226444214
311	0.3225900085
312	0.3224992981
313	0.3224232971
314	0.3223398315
315	0.3222907593
316	0.3222460571
317	0.3221940735
318	0.3221099792
319	0.3220519531
320	0.3219978149
321	0.3219546387
322	0.3219016052
323	0.3218843811
324	0.3218504517
325	0.3218076111
326	0.3217638794
327	0.3216992126
328	0.3216286804
329	0.3215398926
330	0.321501355
331	0.3214552063
332	0.3213861572
333	0.3213471497
334	0.3213302612
335	0.3212757141
336	0.3212355591
337	0.3211669861
338	0.3211181946
339	0.3210505371
340	0.320969165
341	0.32095224
342	0.3208608887
343	0.3208383789
344	0.3207828247
345	0.3207085083
346	0.3206034119
347	0.3205527161
348	0.3204938232
349	0.3204502625
350	0.3203806763
351	0.3203294739
352	0.3202711731
353	0.3202160339
354	0.3201297913
355	0.320069281
356	0.3200183289
357	0.3199336426
358	0.3198416138
359	0.3197602173
360	0.3197322754
361	0.319652655
362	0.3195990845
363	0.319539093
364	0.3194791504
365	0.3194315979
366	0.3193775513
367	0.3193068298
368	0.3192403015
369	0.3191792236
370	0.3190992737
371	0.3190420288
372	0.3189715271
373	0.3189661316
374	0.3188954712
375	0.3188156128
376	0.3187755493
377	0.3186942932
378	0.3186205566
379	0.3185732666
380	0.3185719299
381	0.3185271118
382	0.3184589111
383	0.3184282043
384	0.3183597778
385	0.3183018555
386	0.318238092
387	0.3181792419
388	0.3181275635
389	0.3180828003
390	0.3180018555
391	0.3179453369
392	0.3178836548
393	0.3178418884
394	0.3177951172
395	0.3177909058
396	0.31774646
397	0.3176937195
398	0.3176409973
399	0.3175780334
400	0.3175338379
401	0.317494928
402	0.3174116333
403	0.3173539612
404	0.3173007507
405	0.3172569153
406	0.3171848877
407	0.317143573
408	0.3171070862
409	0.3170740845
410	0.3170232422
411	0.3169644531
412	0.3169264221
413	0.3168610168
414	0.3167817261
415	0.3167723267
416	0.3167333435
417	0.3166660645
418	0.3166073792
419	0.3165448486
420	0.3164877441
421	0.3164301697
422	0.3163410278
423	0.3162813293
424	0.3162279785
425	0.316179303
426	0.3160981079
427	0.3160499084
428	0.3159705322
429	0.3159186279
430	0.3158685608
431	0.3157987061
432	0.3157320496
433	0.3156579773
434	0.3156092468
435	0.3155694702
436	0.3154990051
437	0.3154385925
438	0.3154035156
439	0.315326123
440	0.3152794983
441	0.3152140137
442	0.3151508606
443	0.3150690002
444	0.3150410339
445	0.3149816589
446	0.3149440796
447	0.3148856628
448	0.3148073608
449	0.3147464172
450	0.3146804932
451	0.314598291
452	0.3145370728
453	0.3144545776
454	0.3143995239
455	0.3143477722
456	0.3142998474
457	0.3142860168
458	0.3142291077
459	0.3141687805
460	0.3141080688
461	0.3140809448
462	0.31402323
463	0.3139617981
464	0.3138957947
465	0.3138486145
466	0.3137796509
467	0.3137297302
468	0.3136460754
469	0.3136076416
470	0.3135408936
471	0.3134622253
472	0.3134005005
473	0.3133324097
474	0.3132492126
475	0.3132026855
476	0.3131640503
477	0.3131553101
478	0.3130752441
479	0.3130139954
480	0.3129367554
481	0.3128805176
482	0.3128215881
483	0.3127640259
484	0.3126977356
485	0.3126432861
486	0.3126000061
487	0.3125462219
488	0.3124626282
489	0.3124034424
490	0.3123326965
491	0.3122760498
492	0.3122236694
493	0.3121335205
494	0.3120880554
495	0.3120403625
496	0.312007135
497	0.3119353088
498	0.3118960754
499	0.3118410522
500	0.3117848938
501	0.3117328613
502	0.3116838928
503	0.3116178101
504	0.3115591431
505	0.3115025635
506	0.3114639221
507	0.3114108826
508	0.3113684021
509	0.3113216187
510	0.311245636
511	0.3112089233
512	0.3111523743
513	0.3110645508
514	0.3109862854
515	0.3109477356
516	0.3109408386
517	0.3108858154
518	0.3108294312
519	0.3107696228
520	0.3107109619
521	0.310663562
522	0.3105976746
523	0.310550769
524	0.3104998657
525	0.310438208
526	0.3103630066
527	0.3102787415
528	0.3102333252
529	0.3101708008
530	0.3101288147
531	0.3100794006
532	0.310008429
533	0.3099629578
534	0.3099070068
535	0.3098568481
536	0.3097758057
537	0.3097118774
538	0.3096637573
539	0.3096108582
540	0.309578302
541	0.3094918274
542	0.3094199707
543	0.3093775757
544	0.3093483398
545	0.3092772827
546	0.3092410156
547	0.3091494568
548	0.3091048218
549	0.3090412109
550	0.3089806519
551	0.3089220154
552	0.308863324
553	0.3088149231
554	0.3087757629
555	0.3087013611
556	0.3086514893
557	0.3085855225
558	0.308533252
559	0.3084783325
560	0.3084304382
561	0.3083745972
562	0.3083046631
563	0.3082334473
564	0.3081913452
565	0.3081421814
566	0.3080391113
567	0.3079473877
568	0.307867157
569	0.3077852295
570	0.3077289001
571	0.3076853699
572	0.3076227966
573	0.3075760559
574	0.3075327332
575	0.3074878906
576	0.3074371521
577	0.3073971863
578	0.3073334534
579	0.3072789734
580	0.3072290527
581	0.3071834778
582	0.3071656799
583	0.3070868286
584	0.3070469238
585	0.3069723267
586	0.3069161987
587	0.3068542236
588	0.3067864319
589	0.3067074585
590	0.3066488159
591	0.306589978
592	0.3065370117
593	0.3064516479
594	0.3063830078
595	0.3063382568
596	0.3062830017
597	0.306208313
598	0.306160498
599	0.3061218079
600	0.3060784729
601	0.3060196655
602	0.3059744995
603	0.305914679
604	0.3058292786
605	0.3057837708
606	0.30574021
607	0.3057338806
608	0.3056900879
609	0.3056449463
610	0.3055878052
611	0.3055325623
612	0.3054498657
613	0.3054094177
614	0.3054053467
615	0.3053435242
616	0.3052684082
617	0.3051904358
618	0.3051883789
619	0.3051424866
620	0.3050707397
621	0.3050194214
622	0.3049900269
623	0.3049199707
624	0.3048596558
625	0.304790686
626	0.3047503296
627	0.3046971985
628	0.3046410278
629	0.3045721069
630	0.3045080994
631	0.3044344543
632	0.304385437
633	0.304306073
634	0.3042576233
635	0.30423172
636	0.3041790405
637	0.3041347778
638	0.3040925781
639	0.3040389221
640	0.303986554
641	0.3039094482
642	0.3038383423
643	0.3037794678
644	0.3037398499
645	0.3036930908
646	0.3036479492
647	0.3035869263
648	0.303537439
649	0.3035025452
650	0.3034518494
651	0.3033940552
652	0.3033420288
653	0.3032854065
654	0.3032306152
655	0.3031764221
656	0.3031178894
657	0.3030965759
658	0.303046106
659	0.3029907227
660	0.3029326599
661	0.3029046997
662	0.3028865662
663	0.302837146
664	0.3027827332
665	0.3027222229
666	0.3026458069
667	0.3025890259
668	0.3025519897
669	0.3025088379
670	0.3024694885
671	0.3024239929
672	0.3023785706
673	0.3023198303
674	0.3022889465
675	0.3022306091
676	0.3021847351
677	0.3021211243
678	0.3020865112
679	0.3020375977
680	0.3019621826
681	0.3019190613
682	0.3018848633
683	0.3018367859
684	0.3017814758
685	0.301739209
686	0.3016884277
687	0.3016485413
688	0.3015820679
689	0.3014899353
690	0.3014351929
691	0.3013704956
692	0.3013166016
693	0.3012670227
694	0.3011990051
695	0.301148468
696	0.3010871826
697	0.3010447998
698	0.300968927
699	0.3008918274
700	0.3008338928
701	0.300792157
702	0.3007463867
703	0.3006654297
704	0.3006032043
705	0.3005593201
706	0.300495459
707	0.3004562927
708	0.3004090393
709	0.3003540344
710	0.3003300842
711	0.3002640747
712	0.3002065369
713	0.3001277039
714	0.3000702393
715	0.3000231506
716	0.2999426392
717	0.2998904053
718	0.2998344666
719	0.2997985535
720	0.2997564636
721	0.2997059814
722	0.2996259583
723	0.299569458
724	0.2995013733
725	0.2994438354
726	0.2993854553
727	0.2993305176
728	0.2992974854
729	0.2992477051
730	0.2991980652
731	0.2991460083
732	0.2990968811
733	0.2990609802
734	0.2990148926
735	0.2989515381
736	0.2988960144
737	0.2988497742
738	0.2987915649
739	0.2987708069
740	0.298710022
741	0.2986603333
742	0.2985947144
743	0.2985211609
744	0.2984690613
745	0.2984555054
746	0.2984034485
747	0.298366571
748	0.2983137817
749	0.2982558899
750	0.2982032959
751	0.2981441101
752	0.2980925476
753	0.2980172668
754	0.2979659241
755	0.2978997498
756	0.2978496338
757	0.2977861389
758	0.2977095093
759	0.2976690063
760	0.2976307251
761	0.2975885376
762	0.2975443848
763	0.2974954407
764	0.2974686646
765	0.2974135437
766	0.2973680298
767	0.2973205444
768	0.2972413513
769	0.297189386
770	0.2971456055
771	0.2970825256
772	0.2970478088
773	0.2969954346
774	0.2969511902
775	0.2968680847
776	0.2967978271
777	0.2967278015
778	0.29668526
779	0.2966145691
780	0.2965724182
781	0.2965211914
782	0.2964848511
783	0.2964070557
784	0.2963427368
785	0.2962769348
786	0.2962173523
787	0.2961799866
788	0.2961431946
789	0.2961032898
790	0.2960358582
791	0.2960032104
792	0.2959504883
793	0.2959086792
794	0.2958450989
795	0.2957991333
796	0.2957422607
797	0.2956702454
798	0.2956335937
799	0.2955815857
800	0.2955124573
801	0.2954234436
802	0.2953615723
803	0.2952799072
804	0.2951905029
805	0.2951312805
806	0.2950973389
807	0.2950402405
808	0.2949717407
809	0.2949122803
810	0.2948299927
811	0.2947879211
812	0.2947247681
813	0.2946636108
814	0.2945951599
815	0.2945453552
816	0.2944772278
817	0.2944334045
818	0.2943768921
819	0.2943476746
820	0.2942836914
821	0.2942217712
822	0.2941495056
823	0.2941130066
824	0.2940840027
825	0.2940381836
826	0.2939908203
827	0.2939365173
828	0.2938920898
829	0.2938204407
830	0.2937683899
831	0.2937467529
832	0.2937056458
833	0.2936633118
834	0.2936152344
835	0.2935886292
836	0.29354505
837	0.2935310547
838	0.2934815125
839	0.2934106018
840	0.2933569519
841	0.2933139954
842	0.2932585632
843	0.2932162415
844	0.2931837646
845	0.2931276794
846	0.2930962463
847	0.2930468079
848	0.2930123047
849	0.292953363
850	0.2928902466
851	0.2928319946
852	0.2927747009
853	0.2927224121
854	0.2926873169
855	0.2926136597
856	0.2926115295
857	0.2925256165
858	0.2924649719
859	0.2924001282
860	0.2923450073
861	0.2922865784
862	0.2922159973
863	0.2921476929
864	0.2921095642
865	0.2920425476
866	0.2919859863
867	0.2919311829
868	0.2918938354
869	0.2918417419
870	0.2917702209
871	0.2917243652
872	0.2916883911
873	0.291624231
874	0.2915619507
875	0.2915531006
876	0.2915110413
877	0.2914477722
878	0.2913766968
879	0.2912865967
880	0.2912350708
881	0.2911912354
882	0.2911237793
883	0.2910527649
884	0.2909849731
885	0.2909297607
886	0.2908798218
887	0.2908356689
888	0.2908343567
889	0.2907795288
890	0.2907121826
891	0.2906590027
892	0.2905904175
893	0.2905481689
894	0.2904791748
895	0.2904229004
896	0.2903736511
897	0.2903378052
898	0.290285498
899	0.2902398865
900	0.2901873901
901	0.2901281921
902	0.2900642944
903	0.2900085449
904	0.2899509705
905	0.289910083
906	0.2898487244
907	0.289798761
908	0.2897491638
909	0.2896854553
910	0.2896441467
911	0.2895898193
912	0.2895237915
913	0.2894642273
914	0.289418042
915	0.2893829285
916	0.2893146912
917	0.2892774048
918	0.2892363892
919	0.289211731
920	0.2891514771
921	0.2891091736
922	0.2890514954
923	0.289017981
924	0.288965741
925	0.2889207458
926	0.2888574341
927	0.288803064
928	0.288762616
929	0.2887082214
930	0.2886686157
931	0.2885844543
932	0.288531488
933	0.2884899597
934	0.2884209839
935	0.2883432373
936	0.2882979187
937	0.2882518555
938	0.2881943848
939	0.288150946
940	0.2881111694
941	0.288047699
942	0.2879723816
943	0.2879145996
944	0.2878730347
945	0.2877951355
946	0.2877263611
947	0.2876572083
948	0.2876374695
949	0.2875872986
950	0.2875102966
951	0.2874624573
952	0.2874231628
953	0.2873631836
954	0.2872984253
955	0.2872577209
956	0.2871977478
957	0.2871671753
958	0.2871224365
959	0.2870745178
960	0.287019165
961	0.2869661194
962	0.2869334717
963	0.2868754211
964	0.2868341431
965	0.2867838684
966	0.2867343689
967	0.2866896851
968	0.2866542908
969	0.2865939331
970	0.2865493469
971	0.2865004028
972	0.2864757568
973	0.2864418884
974	0.2863914307
975	0.2863169739
976	0.2862719116
977	0.2861974243
978	0.2861214478
979	0.2860622253
980	0.2859877136
981	0.2859222473
982	0.2858819336
983	0.2858426819
984	0.2857850891
985	0.2857226929
986	0.2856948669
987	0.2856315552
988	0.2856062195
989	0.2855600281
990	0.2855205322
991	0.2854636719
992	0.2854377808
993	0.2854015625
994	0.2853530273
995	0.2852945923
996	0.2852529053
997	0.2851997131
998	0.2851493408
999	0.2850849121
